author,cat_earliest,cat_latest
 S. C. Wang,nucl-ex,q-fin.ST
 S. Capozziello,gr-qc,hep-th
 S. Capponi,cond-mat.stat-mech,cond-mat.str-el
 S. Cebrián,nucl-ex,astro-ph
 S. Chakraborty,gr-qc,cond-mat.dis-nn
 S. Chakravarty,cond-mat.mes-hall,cond-mat.soft
 S. Chatterjee,gr-qc,astro-ph
 S. Choi,nucl-ex,cond-mat.other
 S. Ciraci,cond-mat.mtrl-sci,cond-mat.mes-hall
 S. Cojocaru,cond-mat.mes-hall,math-ph
 S. D. Wilson,cond-mat.supr-con,quant-ph
 S. Das,cond-mat.str-el,hep-ex
 S. Das Sarma,cond-mat.mtrl-sci,quant-ph
 S. Datta,hep-lat,physics.atm-clus
 S. De,physics.atom-ph,nucl-ex
 S. De Palo,cond-mat.str-el,cond-mat.mes-hall
 S. Dhara,cond-mat.mtrl-sci,physics.optics
 S. Dhawan,nucl-ex,hep-ex
 S. Dorbolo,physics.flu-dyn,cond-mat.soft
 S. Durr,hep-lat,hep-ph
 S. Dutta Gupta,quant-ph,physics.optics
 S. E. Barrett,quant-ph,cond-mat.mes-hall
 S. Eriksson,cond-mat.mtrl-sci,quant-ph
 S. Esposito,cond-mat.supr-con,astro-ph
 S. F. Portegies Zwart,cond-mat.other,astro-ph
 S. F. Schifano,cond-mat.dis-nn,cs.AR
 S. Flach,cond-mat.stat-mech,nlin.PS
 S. Frank,astro-ph,cond-mat.str-el
 S. Frauendorf,nucl-ex,nucl-th
 S. Fritz,astro-ph,nucl-ex
 S. Fritzsche,physics.atom-ph,nucl-th
 S. G. Bhongale,cond-mat.mes-hall,cond-mat.other
 S. G. Jo,hep-ph,hep-th
 S. G. Lebedev,cond-mat.supr-con,physics.acc-ph
 S. G. Rajeev,hep-th,math-ph
 S. G. Tan,cond-mat.mes-hall,quant-ph
 S. Gentile,hep-ex,physics.ins-det
 S. Gowtham,cond-mat.mtrl-sci,cond-mat.soft
 S. H. Curnoe,cond-mat.mtrl-sci,cond-mat.supr-con
 S. H. Lee,cond-mat.mes-hall,hep-ph
 S. H. Pereira,astro-ph,gr-qc
 S. Habib Mazharimousavi,gr-qc,quant-ph
 S. Haddad,cond-mat.str-el,cond-mat.supr-con
 S. Hamid Mehdipour,gr-qc,hep-th
 S. Heinze,cond-mat.other,cond-mat.mtrl-sci
 S. Henderson,physics.ins-det,astro-ph
 S. Hess,nucl-ex,astro-ph
 S. Heugel,physics.ins-det,physics.optics
 S. Hofmann,math.CA,math.AP
 S. I. Kruglov,hep-ph,gr-qc
 S. I. Mukhin,cond-mat.str-el,q-bio.QM
 S. Ishimoto,nucl-ex,hep-ex
 S. Ito,hep-lat,astro-ph
 S. J. J. M. F. Kokkelmans,cond-mat.mes-hall,physics.atom-ph
 S. J. Lee,nucl-th,astro-ph
 S. Jafarizadeh,math.CO,cond-mat.stat-mech
 S. Jain,q-fin.GN,hep-ph
 S. Jodlauk,cond-mat.mtrl-sci,cond-mat.str-el
 S. Johnston,cond-mat.supr-con,astro-ph
 S. K. Banerjee,cond-mat.mes-hall,cond-mat.mtrl-sci
 S. K. Dhar,cond-mat.str-el,cond-mat.mtrl-sci
 S. K. Kim,nucl-ex,astro-ph
 S. K. Lando,math.AG,math.GT
 S. K. Malik,cond-mat.mtrl-sci,cond-mat.supr-con
 S. K. Roushon,math.GT,math.KT
 S. K. Singh,nucl-th,gr-qc
 S. Kahn,hep-ph,astro-ph
 S. Kawasaki,cond-mat.supr-con,cond-mat.mtrl-sci
 S. Keleta,nucl-ex,hep-ex
 S. Khan,cs.DB,hep-th
 S. Khlebnikov,cond-mat.mes-hall,cond-mat.supr-con
 S. Kimura,cond-mat.mtrl-sci,cond-mat.str-el
 S. Kolkowitz,physics.ins-det,physics.gen-ph
 S. Kullander,nucl-ex,hep-ex
 S. Kurth,cond-mat.mtrl-sci,cond-mat.mes-hall
 S. Kuru,nlin.SI,physics.class-ph
 S. L. Bloom,cs.LO,cs.DM
 S. L. Bud'ko,cond-mat.supr-con,cond-mat.str-el
 S. L. Cacciatori,gr-qc,astro-ph
 S. L. Cherkas,hep-ph,gr-qc
 S. L. Molodtsov,cond-mat.str-el,cond-mat.mtrl-sci
 S. L. Sondhi,cond-mat.stat-mech,cond-mat.str-el
 S. Lakshmi,cond-mat.str-el,cond-mat.mtrl-sci
 S. Langridge,cond-mat.soft,cond-mat.other
 S. Liberati,astro-ph,gr-qc
 S. Lupi,cond-mat.supr-con,cond-mat.str-el
 S. M. Giampaolo,cond-mat.other,quant-ph
 S. M. Iftiquar,physics.optics,physics.atom-ph
 S. M. Stishov,cond-mat.str-el,cond-mat.soft
 S. Maekawa,cond-mat.str-el,cond-mat.mes-hall
 S. Majumdar,cond-mat.mtrl-sci,cond-mat.str-el
 S. Manzi,cond-mat.stat-mech,astro-ph
 S. Maruyama,cond-mat.mtrl-sci,cond-mat.str-el
 S. Mazumdar,cond-mat.str-el,cond-mat.mtrl-sci
 S. Menary,hep-ph,physics.ins-det
 S. Miyashita,quant-ph,cond-mat.mes-hall
 S. Mueller,physics.atm-clus,physics.ins-det
 S. Mukherjee,cond-mat.str-el,gr-qc
 S. Mukhopadhyay,nucl-ex,cond-mat.mtrl-sci
 S. N. Storchak,hep-th,math-ph
 S. Nakamae,cond-mat.soft,cond-mat.str-el
 S. Okamura,nucl-ex,astro-ph
 S. Ole Warnaar,math.CO,math.CA
 S. P. Hau-Riege,cond-mat.mtrl-sci,physics.plasm-ph
 S. P. Tsarev,math.DG,math-ph
 S. Pailhés,cond-mat.str-el,cond-mat.supr-con
 S. Pasini,quant-ph,cond-mat.str-el
 S. Pasquali,quant-ph,cond-mat.stat-mech
 S. Paul,quant-ph,hep-ex
 S. Pekker,cond-mat.str-el,cond-mat.mtrl-sci
 S. Pittel,nucl-th,cond-mat.other
 S. Popescu,nlin.PS,quant-ph
 S. Prawer,quant-ph,cond-mat.mtrl-sci
 S. Pérez-Gaviro,cond-mat.dis-nn,cs.AR
 S. R. Barman,cond-mat.str-el,cond-mat.mtrl-sci
 S. R. Clark,quant-ph,cond-mat.mes-hall
 S. R. Elliott,cond-mat.dis-nn,nucl-ex
 S. R. Giblin,cond-mat.str-el,cond-mat.mes-hall
 S. R. Slabospitsky,hep-ex,hep-ph
 S. Raghu,cond-mat.supr-con,cond-mat.mes-hall
 S. Randjbar-Daemi,hep-ph,hep-th
 S. Ray,hep-ph,nucl-ex
 S. Raymond,cond-mat.mes-hall,cond-mat.str-el
 S. Reffert,hep-th,astro-ph
 S. Reich,math.NA,cond-mat.mtrl-sci
 S. Reid,gr-qc,physics.ed-ph
 S. Roberts,cs.OH,astro-ph
 S. Rosenkranz,cond-mat.str-el,cond-mat.supr-con
 S. Rosswog,math.NA,astro-ph
 S. Rouhani,gr-qc,cond-mat.stat-mech
 S. Roy,cs.OH,astro-ph
 S. Russo,cond-mat.mes-hall,astro-ph
 S. S. Apostolov,physics.data-an,cond-mat.dis-nn
 S. Sanvito,physics.atm-clus,cond-mat.mtrl-sci
 S. Sarkar,nucl-ex,hep-ex
 S. Sasaki,hep-lat,astro-ph
 S. Savel'ev,cond-mat.other,cond-mat.mtrl-sci
 S. Schippers,physics.atom-ph,astro-ph
 S. Schmidt,cond-mat.mes-hall,cond-mat.supr-con
 S. Schramm,nucl-th,astro-ph
 S. Sergeenkov,cond-mat.mtrl-sci,cond-mat.supr-con
 S. Shimizu,cond-mat.supr-con,physics.ins-det
 S. Shin,cond-mat.str-el,cond-mat.supr-con
 S. Singh,nucl-th,cond-mat.mtrl-sci
 S. Sinha,cond-mat.other,cs.AR
 S. Smirnov,cond-mat.mes-hall,math.CA
 S. Spinner,cs.OH,hep-ph
 S. Sridhar,cond-mat.mtrl-sci,nlin.CD
 S. Stepanow,cond-mat.mtrl-sci,cond-mat.other
 S. Succi,nlin.CG,cond-mat.stat-mech
 S. Sultansoy,hep-ph,hep-ex
 S. Tajima,nucl-ex,cond-mat.supr-con
 S. Thomas,astro-ph,cond-mat.stat-mech
 S. Tomic,cond-mat.soft,cond-mat.str-el
 S. Uchida,cond-mat.str-el,cond-mat.supr-con
 S. V. Akkelin,nucl-th,quant-ph
 S. V. Kozyrev,cond-mat.dis-nn,math-ph
 S. V. Ludkovsky,math.FA,math.PR
 S. V. Mousavi,cond-mat.other,quant-ph
 S. V. Prants,quant-ph,nlin.CD
 S. Vogel,hep-ph,astro-ph
 S. W. Koch,quant-ph,cond-mat.dis-nn
 S. Watanabe,cond-mat.other,astro-ph
 S. Weyeneth,cond-mat.str-el,cond-mat.supr-con
 S. Wichmann,physics.soc-ph,cs.CL
 S. Wirth,cond-mat.str-el,hep-ex
 S. Yamada,cond-mat.str-el,astro-ph
 S. Yi,cond-mat.other,quant-ph
 S. Yu. Kun,quant-ph,cond-mat.supr-con
 S. Zapperi,cond-mat.stat-mech,cond-mat.soft
 S. Zhang,cond-mat.other,hep-lat
 S. Åberg,cond-mat.supr-con,nucl-th
 Sagar Chakraborty,physics.flu-dyn,physics.plasm-ph
 Saibal Ray,gr-qc,astro-ph
 Salah A. Aly,cs.IT,quant-ph
 Salvatore Torquato,cond-mat.soft,cond-mat.mtrl-sci
 Sam M. Austin,nucl-ex,astro-ph
 Sam Nelson,math.GT,math.QA
 Sam Young Cho,cond-mat.mes-hall,cond-mat.supr-con
 Sander Lam,physics.hist-ph,quant-ph
 Sandra Deschamps,math.DG,math.RA
 Sandra S. Padula,nucl-th,nucl-ex
 Sandro Wimberger,cond-mat.other,nlin.PS
 Sang Hoon Lee,math.FA,physics.soc-ph
 Sang Pyo Kim,hep-th,gr-qc
 Sanjay Kumar,cond-mat.stat-mech,cond-mat.soft
 Sanjeev Kumar,math-ph,cond-mat.str-el
 Sanjeev R. Kulkarni,cs.IT,math.PR
 Santos Bravo Yuste,cond-mat.stat-mech,cond-mat.soft
 Sarah Shandera,hep-th,astro-ph
 Saralees Nadarajah,math.SP,stat.ME
 Sarika Jalan,nlin.CD,cond-mat.stat-mech
 Satoru Odake,hep-th,nlin.SI
 Satoshi Aoki,stat.ME,math.ST
 Satoshi Murai,math.AC,math.CO
 Satoshi Tanda,quant-ph,gr-qc
 Saugata Basu,math.GT,math.AG
 Savas Dayanik,math.PR,cs.IT
 Savas Dimopoulos,hep-ph,gr-qc
 Savely G. Karshenboim,hep-ph,physics.atom-ph
 Sayan Kar,physics.class-ph,quant-ph
 Sayipjamal Dulat,hep-th,math-ph
 Scott A. Hughes,gr-qc,astro-ph
 Scott A. Wolpert,math.DG,math.DS
 Scott D. Kominers,cs.CG,math.NT
 Scott M. Cohen,physics.ed-ph,quant-ph
 Scott Pratt,nucl-th,nucl-ex
 Sean McReynolds,hep-ph,hep-th
 Sebastian Bernhardsson,cond-mat.stat-mech,cond-mat.supr-con
 Sebastian F. Brandt,physics.bio-ph,nlin.PS
 Sebastian Klein,hep-ph,math.DG
 Sebastian Kling,cond-mat.other,cond-mat.stat-mech
 Sebastian Müller,math.PR,nlin.CD
 Sebastian Slama,physics.atom-ph,nlin.PS
 Sebastian Weber,cond-mat.stat-mech,cond-mat.dis-nn
 Sebastiano Vigna,cs.IR,cs.DS
 Sebastien Aumaitre,nlin.CD,cond-mat.stat-mech
 Seiichiro Onari,cond-mat.supr-con,cond-mat.str-el
 Sema Salur,hep-th,math.DG
 Seppo Mikkola,nlin.CD,astro-ph
 Serge Luryi,physics.optics,cond-mat.dis-nn
 Serge Massar,physics.optics,quant-ph
 Serge Reynaud,quant-ph,gr-qc
 Sergei Chmutov,math.GT,math.CO
 Sergei Silvestrov,math.RA,math.OA
 Sergei Tretiak,cond-mat.mes-hall,cond-mat.mtrl-sci
 Sergei V. Kalinin,cond-mat.other,cond-mat.mtrl-sci
 Sergey Bereg,cs.CG,math.CO
 Sergey Savel'ev,cond-mat.str-el,cond-mat.mes-hall
 Sergey Y. Savrasov,cond-mat.str-el,cond-mat.mtrl-sci
 Sergio A. Cannas,cond-mat.stat-mech,cond-mat.dis-nn
 Sergio Albeverio,quant-ph,math.AP
 Sergio Ciuchi,cond-mat.str-el,cond-mat.other
 Sergio L. Cacciatori,hep-th,math-ph
 Sergio Zerbini,hep-th,math-ph
 Sergio del Campo,gr-qc,astro-ph
 Sergiu I. Vacaru,math.DG,math-ph
 Sergiu Klainerman,math.AP,gr-qc
 Sergiy Sidenko,math.ST,cs.IT
 Serguei Naboko,cond-mat.supr-con,math.SP
 Serkan Hosten,math.ST,math.AC
 Seth Lloyd,physics.soc-ph,quant-ph
 Seyong Kim,hep-ph,hep-lat
 Sh. A. Ayupov,math.FA,math.RA
 Sh. Shakirov,hep-th,math.GT
 Shachar Klaiman,quant-ph,cond-mat.mes-hall
 Shahar Mendelson,math.FA,q-fin.RM
 Shahar Mozes,math.GT,math.GR
 Shahram M. Shahruz,math.AP,nlin.PS
 Shailesh Chandrasekharan,hep-lat,cond-mat.stat-mech
 Shane T. Jensen,stat.AP,stat.ME
 Shang-Hua Teng,cs.GT,cs.DS
 Shanhui Fan,quant-ph,cond-mat.str-el
 Shannon Starr,math-ph,math.PR
 Shaolong Wan,quant-ph,hep-th
 Shashi P. Karna,cond-mat.mtrl-sci,cond-mat.soft
 Shaul Mukamel,cond-mat.mes-hall,cond-mat.stat-mech
 Shaun Stevens,math.RT,math.NT
 Sheng Wang,q-bio.QM,cond-mat.mtrl-sci
 Sheng-wey Chiow,physics.atom-ph,physics.optics
 Shengli Zhang,q-bio.GN,cond-mat.mes-hall
 Shi-Jian Gu,cond-mat.other,cond-mat.str-el
 Shi-Jie Xiong,cond-mat.dis-nn,quant-ph
 Shi-Lin Zhu,hep-ph,nucl-th
 Shimul Akhanjee,cond-mat.dis-nn,cond-mat.str-el
 Shin Sasaki,hep-th,astro-ph
 Shing-Tung Yau,math.AG,hep-th
 Shinji Miyoki,gr-qc,physics.ins-det
 Shinya Matsuzaki,hep-ph,hep-th
 Shiping Feng,cond-mat.supr-con,cond-mat.other
 Shiwei Zhang,physics.comp-ph,cond-mat.mtrl-sci
 Shlomo Havlin,cond-mat.dis-nn,q-fin.ST
 Shlomo Hoory,math.CO,math.PR
 Shmuel Fishman,nlin.CD,cond-mat.dis-nn
 Shmuel Onn,math.CO,math.OC
 Shouchuan Zhang,math.QA,math-ph
 Shouhong Wang,cond-mat.supr-con,math-ph
 Shrawan Kumar,math.RT,math.AG
 Shuai Wang,cond-mat.mes-hall,cond-mat.mtrl-sci
 Shuang-Wei Hu,hep-th,quant-ph
 Shugo Ikeda,cond-mat.supr-con,cond-mat.str-el
 Shuheng Zhou,cs.LG,stat.ML
 Shujun Li,cs.CR,nlin.CD
 Shulim Kaliman,math.AG,math.CV
 Shun Saito,hep-ph,astro-ph
 Shunsuke Takagi,math.AC,math.AG
 Si-Qi Liu,math.DG,cond-mat.stat-mech
 Siddhartha Sen,q-bio.QM,hep-th
 Siddhartha Sinha,gr-qc,astro-ph
 Sigbjorn Hervik,gr-qc,hep-th
 Silke Weinfurtner,cond-mat.other,gr-qc
 Silvano Simula,hep-ph,hep-lat
 Silvio Capobianco,nlin.CG,math.DS
 Silvio Franz,math-ph,cond-mat.dis-nn
 Silvio M. Duarte Queiros,cond-mat.soft,cond-mat.stat-mech
 Silvio R. Dahmen,cond-mat.stat-mech,physics.hist-ph
 Simeon Reich,math.CV,math.MG
 Simin Feng,cond-mat.mtrl-sci,cond-mat.other
 Simon M. Goodwin,math.RT,math.GR
 Simon Murphy,astro-ph,cs.CY
 Simon Perdrix,quant-ph,cs.LO
 Simona Settepanella,cs.IT,math.AT
 Simone Bux,physics.atom-ph,nlin.PS
 Simone De Liberato,cond-mat.other,quant-ph
 Simone Melchionna,cond-mat.stat-mech,cond-mat.soft
 Simone Montangero,quant-ph,cond-mat.mes-hall
 Simone Paganelli,cond-mat.str-el,cond-mat.other
 Sisir Roy,q-bio.NC,physics.gen-ph
 Sitabhra Sinha,nlin.CD,physics.soc-ph
 Siye Wu,math.RT,hep-th
 Siyoung Nam,hep-th,hep-ph
 Slava G. Turyshev,physics.space-ph,gr-qc
 Slobodan N. Simić,math.DS,math.MG
 Soack Dae Yoon,cond-mat.mtrl-sci,cond-mat.other
 Soebur Razzaque,astro-ph,hep-ph
 Soeren Asmussen,math.PR,q-fin.PR
 Sofia C. Olhede,stat.ME,math.ST
 Sofia Olhede,math.PR,q-fin.PM
 Song He,hep-th,hep-ph
 Sougato Bose,cond-mat.other,quant-ph
 Sourendu Gupta,hep-ph,hep-lat
 Srikanth B. Iyengar,math.AC,math.CT
 Sriram Ramaswamy,cond-mat.soft,cond-mat.stat-mech
 Stanislav Molchanov,math.SP,math.PR
 Stanley L. Robertson,gr-qc,astro-ph
 Stavros Komineas,cond-mat.mes-hall,cond-mat.other
 Steen Hannestad,hep-ph,astro-ph
 Stefan Adams,math.PR,math-ph
 Stefan Ankirchner,math.PR,q-fin.PR
 Stefan Haesen,gr-qc,math.DG
 Stefan Maubach,math.AG,math.CO
 Stefan Müller,math-ph,math.SG
 Stefan Nemirovski,math.CV,math.SG
 Stefan Papadima,math.AG,math.AT
 Stefan Rotter,cond-mat.mes-hall,math.ST
 Stefan Scheel,cond-mat.supr-con,quant-ph
 Stefan Wessel,cond-mat.stat-mech,cond-mat.str-el
 Stefano De Leo,math-ph,hep-th
 Stefano Galatolo,math.CA,math.DS
 Stefano Marmi,math.DS,cond-mat.stat-mech
 Stefano Ossicini,cond-mat.mtrl-sci,cond-mat.other
 Stefano Sanvito,cond-mat.other,cond-mat.mtrl-sci
 Steffen Oppermann,math.QA,math.CT
 Steffen Rothkugel,cs.NI,cs.CY
 Stephan Haas,cond-mat.supr-con,cond-mat.dis-nn
 Stephan Roche,q-bio.GN,cond-mat.dis-nn
 Stephane Gaubert,math.PR,math.MG
 Stephen A. Vavasis,cs.NA,cs.CG
 Stephen C. Power,math.OA,math.FA
 Stephen D. H. Hsu,hep-ph,hep-th
 Stephen E Fienberg,q-bio.MN,stat.ME
 Stephen Fairhurst,gr-qc,astro-ph
 Stephen H. Southworth,physics.chem-ph,physics.atom-ph
 Stephen Jesse,cond-mat.other,cond-mat.mtrl-sci
 Stephen L. Adler,hep-ph,quant-ph
 Stephen R. Williams,cond-mat.soft,cond-mat.stat-mech
 Stephon Alexander,hep-th,astro-ph
 Steve Fisk,math.CA,math.CO
 Steve Zelditch,math.CV,math.SP
 Steven C. Erwin,cond-mat.other,cond-mat.mtrl-sci
 Steven Chu,physics.atom-ph,physics.optics
 Steven G. Johnson,cond-mat.stat-mech,physics.optics
 Steven G. Louie,cond-mat.mes-hall,cond-mat.mtrl-sci
 Steven M. Anlage,cond-mat.mtrl-sci,cond-mat.supr-con
 Steven Tomsovic,cond-mat.mes-hall,nlin.CD
 Steven W. McLaughlin,quant-ph,cs.IT
 Stewart Priddy,math.RT,math.AT
 Stijn Bruers,physics.chem-ph,cond-mat.stat-mech
 Stjepan Meljanac,hep-th,math.QA
 Stuart L. Shapiro,astro-ph,gr-qc
 Su Houng Lee,nucl-th,hep-ph
 Su-Peng Kou,quant-ph,cond-mat.mes-hall
 Subhadip Mitra,hep-ph,astro-ph
 Subhash Rajpoot,hep-ph,hep-th
 Subir Sachdev,cond-mat.str-el,cond-mat.supr-con
 Subroto Mukerjee,cond-mat.other,cond-mat.str-el
 Sudhir R. Ghorpade,math.HO,math.AG
 Sudip Chakravarty,cond-mat.mes-hall,cond-mat.supr-con
 Sumanta Tewari,cond-mat.str-el,quant-ph
 Sumit Mazumdar,cond-mat.mes-hall,cond-mat.mtrl-sci
 Surajit Sen,cond-mat.soft,quant-ph
 Susan J. Sierra,math.RA,math.AG
 Susan Kurien,nlin.CD,physics.flu-dyn
 Susanne Still,cs.IT,physics.data-an
 Susumu Kurihara,cond-mat.mes-hall,cond-mat.str-el
 Sven Gnutzmann,cond-mat.supr-con,math-ph
 Sverker Fredriksson,hep-ph,astro-ph
 Sverker Holmgren,q-bio.OT,q-bio.QM
 Svjetlana Fajfer,hep-lat,hep-ph
 Swagato Banerjee,hep-ph,hep-ex
 Swapan K Pati,cond-mat.mtrl-sci,cond-mat.str-el
 Syksy Rasanen,astro-ph,hep-th
 Sylvain Gigan,cond-mat.mes-hall,quant-ph
 Sylvain Latil,cond-mat.mtrl-sci,cond-mat.mes-hall
 Sylvie Paycha,math.DG,math.SP
 Sz. Csonka,cond-mat.mes-hall,cond-mat.other
 Szabolcs Marka,gr-qc,astro-ph
 Szymon Plewik,math.GM,math.GN
 T. A. Johnson,astro-ph,quant-ph
 T. A. Tyson,cond-mat.str-el,cond-mat.mtrl-sci
 T. Abe,physics.ins-det,nucl-th
 T. Adachi,nucl-ex,cond-mat.str-el
 T. Aste,cond-mat.dis-nn,q-fin.ST
 T. Baba,cond-mat.mtrl-sci,cond-mat.supr-con
 T. Barnes,cond-mat.str-el,hep-ph
 T. Beck,hep-th,math.AG
 T. Claesson,cond-mat.str-el,cond-mat.supr-con
 T. D. Andersen,math-ph,cond-mat.stat-mech
 T. D. Lee,hep-ph,quant-ph
 T. D. Matsuda,cond-mat.str-el,cond-mat.supr-con
 T. Di Matteo,cond-mat.soft,q-fin.ST
 T. E. Browder,hep-ph,hep-ex
 T. Enqvist,nucl-ex,hep-ph
 T. F. Rosenbaum,cond-mat.other,cond-mat.dis-nn
 T. Faestermann,astro-ph,nucl-ex
 T. Ferrus,cond-mat.mes-hall,cond-mat.str-el
 T. Fujii,cond-mat.supr-con,astro-ph
 T. Fujita,cond-mat.mes-hall,quant-ph
 T. G. Perring,cond-mat.supr-con,cond-mat.str-el
 T. Giamarchi,cond-mat.supr-con,cond-mat.str-el
 T. Gorin,math-ph,quant-ph
 T. Goto,hep-ph,astro-ph
 T. Grava,math.AP,math-ph
 T. H. Seligman,quant-ph,nlin.CD
 T. Hanaguri,cond-mat.str-el,cond-mat.supr-con
 T. Harko,gr-qc,astro-ph
 T. Hasegawa,astro-ph,hep-ex
 T. Hessami Pilehrood,math.NT,math.CO
 T. Honma,physics.ins-det,cond-mat.supr-con
 T. Horn,hep-ph,nucl-ex
 T. Iijima,astro-ph,hep-ph
 T. Ishikawa,nucl-ex,hep-lat
 T. Ito,nucl-th,astro-ph
 T. Ivek,cond-mat.soft,cond-mat.str-el
 T. Iwata,nucl-ex,hep-ex
 T. J. Sumner,gr-qc,astro-ph
 T. Johansson,nucl-ex,hep-ex
 T. Jungwirth,cond-mat.mes-hall,cond-mat.mtrl-sci
 T. K. Koponen,cond-mat.other,cond-mat.supr-con
 T. Kato,cond-mat.mes-hall,astro-ph
 T. Kawabata,nucl-ex,astro-ph
 T. Kawai,cond-mat.mtrl-sci,astro-ph
 T. Kemper,cond-mat.mtrl-sci,physics.gen-ph
 T. Kimura,cond-mat.str-el,physics.plasm-ph
 T. Kinoshita,cond-mat.str-el,nucl-ex
 T. Klahn,hep-ph,nucl-th
 T. Klimczuk,cond-mat.str-el,cond-mat.supr-con
 T. Kodama,hep-th,astro-ph
 T. Koide,hep-th,nucl-th
 T. Korn,cond-mat.mes-hall,cond-mat.mtrl-sci
 T. Kühn,cond-mat.mes-hall,cond-mat.dis-nn
 T. Li,nucl-ex,cond-mat.mtrl-sci
 T. Lorenz,cond-mat.supr-con,cond-mat.str-el
 T. M. Hong,cond-mat.dis-nn,cond-mat.mtrl-sci
 T. M. Klapwijk,cond-mat.str-el,cond-mat.mes-hall
 T. Maniv,cond-mat.supr-con,cond-mat.mtrl-sci
 T. Manos,astro-ph,nlin.CD
 T. Matsuda,physics.ins-det,hep-ex
 T. Matsumoto,cond-mat.mtrl-sci,astro-ph
 T. Matsushita,cond-mat.str-el,physics.ins-det
 T. Maurer,cond-mat.mtrl-sci,hep-lat
 T. Miwa,math.QA,hep-th
 T. Mizutani,hep-ph,nucl-th
 T. Mori,hep-ph,hep-ex
 T. Murakami,hep-lat,nucl-ex
 T. Murphy,astro-ph,cond-mat.str-el
 T. Möller,cond-mat.str-el,physics.plasm-ph
 T. Müller,quant-ph,physics.atom-ph
 T. N. Rescigno,physics.chem-ph,physics.atom-ph
 T. Nagel,astro-ph,hep-ex
 T. Nakajima,cond-mat.mtrl-sci,cond-mat.str-el
 T. Nakamura,astro-ph,nucl-ex
 T. Nakano,nucl-ex,cond-mat.str-el
 T. O. Wehling,cond-mat.mes-hall,cond-mat.str-el
 T. Ochiai,q-bio.MN,physics.optics
 T. Ohta,nucl-ex,cond-mat.str-el
 T. Onishi,nucl-ex,astro-ph
 T. Ono,cond-mat.mtrl-sci,cond-mat.str-el
 T. Otsuji,cond-mat.other,cond-mat.mes-hall
 T. P. Devereaux,cond-mat.supr-con,cond-mat.str-el
 T. P. Mayer Alegre,cond-mat.other,cond-mat.mtrl-sci
 T. P. Polak,cond-mat.stat-mech,cond-mat.supr-con
 T. P. Singh,gr-qc,astro-ph
 T. Paananen,cond-mat.other,cond-mat.supr-con
 T. Pierog,astro-ph,hep-ph
 T. Prellberg,cond-mat.soft,cond-mat.stat-mech
 T. R. Mongan,gr-qc,physics.gen-ph
 T. Ruchon,physics.atom-ph,physics.optics
 T. S. Biro,hep-ph,q-fin.ST
 T. Sasagawa,cond-mat.str-el,cond-mat.supr-con
 T. Sasaki,cond-mat.str-el,astro-ph
 T. Sato,nucl-th,cond-mat.other
 T. Senthil,cond-mat.str-el,cond-mat.mes-hall
 T. Shibutani,cond-mat.mtrl-sci,physics.gen-ph
 T. Shreecharan,quant-ph,hep-th
 T. Skorodko,nucl-ex,hep-ex
 T. Spadaro,hep-ex,physics.ins-det
 T. Speck,cond-mat.soft,cond-mat.stat-mech
 T. Suda,physics.bio-ph,nucl-ex
 T. Sugimoto,nucl-ex,astro-ph
 T. Suzuki,nucl-ex,astro-ph
 T. Szczepanek,nucl-ex,hep-ph
 T. T. Fister,cond-mat.str-el,cond-mat.mtrl-sci
 T. T. Hongisto,cond-mat.supr-con,cond-mat.mes-hall
 T. Takahashi,astro-ph,cond-mat.supr-con
 T. Takeuchi,cond-mat.str-el,cond-mat.supr-con
 T. Tanaka,cond-mat.str-el,gr-qc
 T. Toronjadze,math.PR,q-fin.PR
 T. V. Shahbazyan,cond-mat.mtrl-sci,cond-mat.mes-hall
 T. Van Cauteren,nucl-th,hep-ph
 T. Vuletic,cond-mat.soft,cond-mat.str-el
 T. W. Noh,cond-mat.mtrl-sci,cond-mat.str-el
 T. Wang,quant-ph,cond-mat.mes-hall
 T. Watanabe,cond-mat.supr-con,astro-ph
 T. Wendrich,quant-ph,physics.atom-ph
 T. Wise,nucl-ex,hep-ex
 T. Wojtowicz,cond-mat.mes-hall,cond-mat.other
 T. Wu,cond-mat.supr-con,cond-mat.str-el
 T. Yamada,cond-mat.str-el,astro-ph
 T. Yamamoto,cond-mat.soft,cond-mat.mes-hall
 T. Yavors'kii,cond-mat.stat-mech,cond-mat.str-el
 T. Yoshida,cond-mat.supr-con,astro-ph
 T. Zhang,quant-ph,astro-ph
 TA Girard,astro-ph,cond-mat.supr-con
 Ta Thi Hoai An,math.CV,math.AG
 Tadafumi Ohsaku,hep-ph,cond-mat.supr-con
 Tadeusz Chmaj,gr-qc,math-ph
 Tai-Kai Ng,cond-mat.soft,cond-mat.mes-hall
 Taizo Kobayashi,physics.comp-ph,cs.DC
 Takahiro Tanaka,hep-th,astro-ph
 Takakazu Shintomi,gr-qc,physics.ins-det
 Takao Kotani,cond-mat.mtrl-sci,cond-mat.str-el
 Takao Suzuki,math-ph,cond-mat.str-el
 Takashi Inoue,hep-ph,nucl-th
 Takashi Uchiyama,gr-qc,physics.ins-det
 Takayuki Tomaru,gr-qc,physics.ins-det
 Takemichi Okui,hep-ph,hep-th
 Takeshi Chiba,gr-qc,astro-ph
 Takeshi Fukuyama,hep-th,astro-ph
 Takeshi Kodama,nucl-th,hep-ph
