author,cat_earliest,cat_latest
 A. Caccianiga,astro-ph,astro-ph.GA
 A. Caddemi,astro-ph,cond-mat.stat-mech
 A. Cadez,astro-ph,astro-ph.HE
 A. Cadiou,physics.geo-ph,physics.ins-det
 A. Cahill,physics.ins-det,physics.acc-ph
 A. Caillat,astro-ph.IM,astro-ph.CO
 A. Cakir,hep-ex,physics.ins-det
 A. Calabro,astro-ph.CO,astro-ph.GA
 A. Calamida,astro-ph,astro-ph.CO
 A. Calanna,physics.ins-det,nucl-ex
 A. Calcaterra,physics.ins-det,hep-ex
 A. Calcines,astro-ph.IM,astro-ph.SR
 A. Calderón,math.RA,math.DS
 A. Cali,astro-ph,astro-ph.IM
 A. Caliskan,physics.acc-ph,astro-ph.CO
 A. Calloni,cond-mat.str-el,cond-mat.mtrl-sci
 A. Calogeracos,hep-ph,cond-mat
 A. Calvo Hernández,physics.class-ph,cond-mat.stat-mech
 A. Calzolari,cond-mat.supr-con,cond-mat.mtrl-sci
 A. Camacho,astro-ph,physics.ins-det
 A. Camacho-Guardian,cond-mat.quant-gas,cond-mat.mes-hall
 A. Camaiani,physics.ins-det,nucl-ex
 A. Camara,physics.atom-ph,physics.optics
 A. Camassa,q-bio.TO,q-bio.NC
 A. Camero,astro-ph,astro-ph.HE
 A. Cameron,astro-ph,astro-ph.HE
 A. Camilletti,astro-ph.HE,cs.LG
 A. Camjayi,cond-mat.str-el,cond-mat.dis-nn
 A. Cammi,physics.ins-det,physics.data-an
 A. Camon,astro-ph.IM,physics.ins-det
 A. Campa,cond-mat.stat-mech,physics.app-ph
 A. Campani,nucl-ex,hep-ex
 A. Campbell,physics.ins-det,hep-ex
 A. Campbell-Smith,cond-mat,hep-th
 A. Camper,physics.chem-ph,nucl-ex
 A. Campitelli,physics.bio-ph,gr-qc
 A. Campos,astro-ph,astro-ph.CO
 A. Campos-Fauth,astro-ph.IM,hep-ex
 A. Campoy Ordaz,astro-ph.IM,astro-ph.HE
 A. Camón,cond-mat.mes-hall,quant-ph
 A. Canaguier-Durand,quant-ph,cond-mat.mes-hall
 A. Candela,astro-ph.CO,physics.ins-det
 A. Candido,hep-ph,quant-ph
 A. Canepa,physics.ins-det,physics.acc-ph
 A. Caneschi,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. Cangi,cond-mat.other,physics.plasm-ph
 A. Canin,astro-ph.IM,astro-ph.GA
 A. Cannon,astro-ph,nucl-ex
 A. Cano,cond-mat.stat-mech,cond-mat.supr-con
 A. Cantaluppi,cond-mat.supr-con,cond-mat.mtrl-sci
 A. Cantarero,cond-mat,cond-mat.mtrl-sci
 A. Canto,astro-ph.CO,physics.ins-det
 A. Canton,cs.GR,math.NA
 A. Cantón,cs.GR,math.NA
 A. Capella,hep-ph,math.AP
 A. Capetti,astro-ph,astro-ph.GA
 A. Capone,astro-ph,hep-ex
 A. Cappa,astro-ph.HE,physics.plasm-ph
 A. Cappati,physics.acc-ph,physics.ins-det
 A. Cappi,astro-ph,astro-ph.GA
 A. Capra,physics.plasm-ph,physics.ins-det
 A. Caprile,cond-mat.mes-hall,physics.optics
 A. Caproni,astro-ph,astro-ph.GA
 A. Caputo,hep-ph,astro-ph.CO
 A. Caramete,astro-ph.CO,astro-ph.IM
 A. Caramico D'Auria,cond-mat.mes-hall,cond-mat.stat-mech
 A. Caranti,math.GR,math.RA
 A. Carati,astro-ph,physics.class-ph
 A. Caratti o Garatti,astro-ph,astro-ph.SR
 A. Carballido,astro-ph,astro-ph.EP
 A. Carbery,math.AP,math.CA
 A. Carbognani,astro-ph,astro-ph.EP
 A. Carbone,cond-mat.dis-nn,hep-ex
 A. Cardini,physics.ins-det,hep-ex
 A. Cardwell,astro-ph,astro-ph.EP
 A. Carena,physics.optics,eess.SP
 A. Caretta,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. Carey,math.DG,math.FA
 A. Caringi,hep-ex,nucl-ex
 A. Carle,hep-ph,astro-ph.IM
 A. Carleo,gr-qc,astro-ph.HE
 A. Carmele,cond-mat.mes-hall,quant-ph
 A. Carmona,astro-ph.SR,astro-ph.EP
 A. Carnero,astro-ph.CO,astro-ph.GA
 A. Carnero-Rosell,astro-ph.CO,astro-ph.IM
 A. Caro,cond-mat.mtrl-sci,cond-mat.stat-mech
 A. Carpinteri,nucl-ex,cond-mat.mtrl-sci
 A. Carpio,cond-mat.mtrl-sci,math.AP
 A. Carr,physics.plasm-ph,astro-ph.CO
 A. Carraminana,astro-ph,astro-ph.HE
 A. Carrasco,astro-ph.SR,physics.ao-ph
 A. Carrillo,quant-ph,astro-ph.GA
 A. Carroll,nucl-ex,hep-ex
 A. Cartella,cond-mat.str-el,cond-mat.mtrl-sci
 A. Carter,astro-ph.EP,hep-ex
 A. Caruana,cond-mat.mtrl-sci,cond-mat.str-el
 A. Carvalho,cond-mat.mtrl-sci,astro-ph.SR
 A. Carver,hep-ex,physics.ins-det
 A. Casanovas,physics.ins-det,nucl-ex
 A. Case,physics.plasm-ph,astro-ph.SR
 A. Casey,cond-mat.supr-con,hep-ph
 A. Casher,hep-th,gr-qc
 A. Casiraghi,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. Cassan,astro-ph,astro-ph.EP
 A. Cassese,hep-ex,physics.ins-det
 A. Castan,cond-mat.mes-hall,physics.plasm-ph
 A. Castaneda Hernandez,hep-ex,hep-ph
 A. Castañeda Vázquez,physics.ins-det,astro-ph.CO
 A. Castellanos,cond-mat.dis-nn,cs.HC
 A. Castellanos-Ramirez,astro-ph.GA,astro-ph.SR
 A. Castellanos-Ramírez,astro-ph.SR,astro-ph.GA
 A. Castellina,hep-ex,astro-ph.HE
 A. Castera,hep-ex,astro-ph.IM
 A. Castets,astro-ph,astro-ph.GA
 A. Castillo,physics.ao-ph,physics.ins-det
 A. Castillo-Morales,astro-ph,astro-ph.GA
 A. Castoldi,physics.ins-det,cond-mat.mtrl-sci
 A. Castrillo,cond-mat.stat-mech,physics.atom-ph
 A. Castro,hep-ph,hep-ex
 A. Castro e Silva,cond-mat.stat-mech,q-bio.PE
 A. Castro-Carrizo,astro-ph,astro-ph.SR
 A. Castro-Ginard,astro-ph.GA,astro-ph.EP
 A. Castro-Tirado,astro-ph,astro-ph.EP
 A. Catalano,astro-ph,astro-ph.GA
 A. Cattaneo,astro-ph,nucl-ex
 A. Caulet,astro-ph,astro-ph.GA
 A. Cava,astro-ph,astro-ph.GA
 A. Cavagna,q-bio.PE,cond-mat.stat-mech
 A. Cavaillou,hep-ex,astro-ph.CO
 A. Cavalcante,hep-th,gr-qc
 A. Cavaliere,astro-ph,astro-ph.HE
 A. Cavallaro,cond-mat.mtrl-sci,physics.app-ph
 A. Cavalleri,cond-mat.str-el,cond-mat.supr-con
 A. Cavalli,cond-mat.str-el,physics.chem-ph
 A. Caviezel,cond-mat.mtrl-sci,cond-mat.str-el
 A. Cazes,physics.ins-det,hep-ph
 A. Cebollada,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. Cebulla,hep-ex,nucl-ex
 A. Cecchi,hep-ex,physics.ins-det
 A. Ceccucci,hep-ph,hep-ex
 A. Cedola,physics.soc-ph,physics.app-ph
 A. Celestino,nlin.CD,math.PR
 A. Celi,hep-th,cond-mat.quant-gas
 A. Celis,cond-mat.mtrl-sci,hep-ph
 A. Celletti,chao-dyn,astro-ph.EP
 A. Cellino,astro-ph.IM,astro-ph.EP
 A. Celotti,astro-ph,astro-ph.HE
 A. Cemmi,physics.ins-det,physics.acc-ph
 A. Cenedese,nlin.CD,cs.RO
 A. Cengiz Öztireli,cs.GR,cs.CV
 A. Ceraso,cond-mat.mes-hall,cond-mat.str-el
 A. Ceres,astro-ph.IM,physics.ins-det
 A. Cerioni,astro-ph,astro-ph.CO
 A. Cerreta,cond-mat.supr-con,cond-mat.str-el
 A. Cerri,hep-ph,hep-ex
 A. Cervelli,hep-ph,hep-ex
 A. Cervellino,math-ph,cond-mat.str-el
 A. Cervera,hep-ph,hep-ex
 A. Cervera-Villanueva,physics.ins-det,hep-ex
 A. Cesana,physics.ins-det,hep-ex
 A. Cesar Gonzalez-Garcia,astro-ph,astro-ph.CO
 A. Cesarini,astro-ph,astro-ph.IM
 A. Ceseracciu,cs.DC,hep-ex
 A. Cetoli,cond-mat.other,cs.CL
 A. Chacoma,cond-mat.str-el,physics.soc-ph
 A. Chacon,cond-mat.str-el,cond-mat.mes-hall
 A. Chacón,physics.atom-ph,astro-ph.IM
 A. Chacón-Tanarro,astro-ph.EP,astro-ph.GA
 A. Chafa,astro-ph,nucl-ex
 A. Chaikovskaia,physics.atom-ph,hep-ph
 A. Chakrabarti,hep-th,nucl-ex
 A. Chakraborti,cond-mat.stat-mech,q-fin.ST
 A. Chakraborty,astro-ph,gr-qc
 A. Chakravarty,physics.ins-det,cs.ET
 A. Chalabaev,astro-ph,astro-ph.SR
 A. Chalil,nucl-ex,hep-ex
 A. Challen Hyman,stat.AP,q-bio.QM
 A. Chalumeau,astro-ph.HE,hep-ex
 A. Chamballu,astro-ph,astro-ph.CO
 A. Chambon,physics.ins-det,nucl-ex
 A. Chan,physics.comp-ph,cond-mat.supr-con
 A. Chanda,cond-mat.mtrl-sci,gr-qc
 A. Chandra,hep-ex,astro-ph.HE
 A. Chandran,cond-mat.str-el,cond-mat.dis-nn
 A. Chantelauze,nucl-ex,astro-ph.IM
 A. Chaplik,cond-mat.str-el,cond-mat.mes-hall
 A. Chapman,astro-ph,astro-ph.IM
 A. Charbonnier,astro-ph.HE,astro-ph.GA
 A. Chasapis,physics.plasm-ph,physics.space-ph
 A. Chatrabhuti,hep-th,nucl-ex
 A. Chatterjee,cond-mat.mtrl-sci,hep-ex
 A. Chattopadhyay,cond-mat.str-el,math.FA
 A. Chaturvedi,cond-mat.mes-hall,astro-ph.GA
 A. Chaudhary,cs.CV,physics.atom-ph
 A. Chaudhry,cond-mat.mtrl-sci,physics.ins-det
 A. Chaudhuri,nucl-ex,physics.acc-ph
 A. Chauhan,astro-ph.SR,nucl-th
 A. Chaus,hep-ex,nucl-ex
 A. Chaushev,astro-ph.SR,astro-ph.EP
 A. Chauvin,nucl-ex,hep-ex
 A. Chaves,cond-mat.supr-con,cond-mat.mes-hall
 A. Chavez,math.CA,astro-ph.EP
 A. Chebboubi,physics.ins-det,nucl-ex
 A. Chebotov,nucl-ex,hep-ex
 A. Chechkin,physics.plasm-ph,cond-mat.stat-mech
 A. Cheetham,astro-ph.SR,astro-ph.EP
 A. Chehaimi,physics.ins-det,nucl-ex
 A. Chekhtman,astro-ph.HE,astro-ph.CO
 A. Chelli,astro-ph,cs.NI
 A. Chelnokov,cond-mat.mtrl-sci,physics.optics
 A. Chemey,physics.ins-det,nucl-ex
 A. Cheminet,astro-ph.EP,astro-ph.HE
 A. Chen,astro-ph,astro-ph.HE
 A. Chenu,quant-ph,cond-mat.stat-mech
 A. Cheplakov,hep-ph,physics.ins-det
 A. Chepurnov,astro-ph,physics.ins-det
 A. Cherepashchuk,astro-ph,astro-ph.HE
 A. Cherman,math-ph,hep-ph
 A. Chernikov,cond-mat.mes-hall,quant-ph
 A. Chernoglazov,physics.med-ph,astro-ph.HE
 A. Chernogorov,nucl-ex,hep-ex
 A. Chernomoretz,cond-mat.stat-mech,nucl-th
 A. Chernov,cs.LG,hep-ex
 A. Chernyavskiy,physics.ins-det,quant-ph
 A. Chernykh,nlin.CD,physics.flu-dyn
 A. Chervov,hep-th,cs.LG
 A. Chervyakov,quant-ph,cond-mat.supr-con
 A. Chevreuil,cs.IT,math-ph
 A. Chevy,cond-mat,cond-mat.mtrl-sci
 A. Chiappo,astro-ph.CO,astro-ph.GA
 A. Chiarini,physics.ins-det,physics.flu-dyn
 A. Chiavassa,physics.ins-det,astro-ph.HE
 A. Chiba,nucl-ex,gr-qc
 A. Chieffi,astro-ph,astro-ph.HE
 A. Chien,hep-ph,physics.plasm-ph
 A. Chiesa,cond-mat.mes-hall,quant-ph
 A. Chiffaudel,physics.flu-dyn,cond-mat.stat-mech
 A. Chilingarian,astro-ph,physics.ao-ph
 A. Chilingarov,nucl-ex,hep-ex
 A. Chin,cond-mat.str-el,cond-mat.mes-hall
 A. Chiocchetta,cond-mat.stat-mech,cond-mat.str-el
 A. Chiodoni,cond-mat.supr-con,cond-mat.mtrl-sci
 A. Chippendale,astro-ph.IM,astro-ph.GA
 A. Chiriacescu,physics.ins-det,physics.comp-ph
 A. Chirvasitu,math.GR,math.QA
 A. Chisholm,hep-ex,physics.ins-det
 A. Chiti,astro-ph.SR,astro-ph.GA
 A. Chiuso,cs.SY,cs.LG
 A. Chizhov,hep-ph,cond-mat.mes-hall
 A. Choi,cond-mat.mes-hall,astro-ph.CO
 A. Choplin,astro-ph.EP,astro-ph.SR
 A. Chopra,hep-ex,nucl-ex
 A. Chou,hep-th,physics.ins-det
 A. Choudhary,physics.flu-dyn,cond-mat.mtrl-sci
 A. Choudhuri,astro-ph,cond-mat.quant-gas
 A. Choudhury,physics.gen-ph,cond-mat.soft
 A. Chowdhury,nucl-ex,quant-ph
 A. Chrimes,astro-ph.IM,astro-ph.HE
 A. Christen,astro-ph.IM,astro-ph.SR
 A. Christensen,physics.plasm-ph,hep-ex
 A. Christenson,astro-ph.HE,astro-ph.IM
 A. Christian Silva,cond-mat.str-el,q-fin.ST
 A. Christopher Ndukwe,physics.data-an,physics.ins-det
 A. Christov,hep-ex,astro-ph.IM
 A. Christy Persya,cs.DC,cs.OS
 A. Chrysostomou,astro-ph,astro-ph.GA
 A. Chu,quant-ph,astro-ph.CO
 A. Chubukov,cond-mat,cond-mat.supr-con
 A. Chubykalo,physics.gen-ph,hep-ph
 A. Chubykin,physics.ins-det,hep-ex
 A. Chudnovsky,math-ph,cond-mat.stat-mech
 A. Chukanov,astro-ph,physics.comp-ph
 A. Chumakov,physics.ins-det,cond-mat.supr-con
 A. Chung,astro-ph,astro-ph.GA
 A. Churkin,cond-mat.mes-hall,cond-mat.dis-nn
 A. Churyn,hep-ex,nucl-ex
 A. Chuvilin,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. Chwala,physics.ins-det,physics.atom-ph
 A. Chávez,math.FA,math.AP
 A. Ciallella,math-ph,cond-mat.stat-mech
 A. Cian,cond-mat.supr-con,nucl-ex
 A. Cianchi,cond-mat.supr-con,physics.acc-ph
 A. Ciaravella,astro-ph,physics.space-ph
 A. Ciardi,astro-ph,physics.plasm-ph
 A. Ciardiello,physics.comp-ph,physics.ins-det
 A. Ciattoni,nlin.PS,physics.optics
 A. Ciavardini,physics.optics,physics.atm-clus
 A. Cibinel,astro-ph.CO,astro-ph.GA
 A. Cichocki,nucl-ex,cs.LG
 A. Cikota,astro-ph.EP,astro-ph.CO
 A. Cillis,astro-ph,astro-ph.HE
 A. Cimatti,astro-ph,astro-ph.GA
 A. Cingoz,physics.atom-ph,physics.optics
 A. Cinins,physics.atom-ph,quant-ph
 A. Ciobanu,astro-ph.HE,cond-mat.mes-hall
 A. Cioppa,cs.LG,astro-ph.IM
 A. Cirone,gr-qc,astro-ph.HE
 A. Clairembaud,physics.acc-ph,physics.plasm-ph
 A. Clairon,gr-qc,astro-ph
 A. Claret,astro-ph,astro-ph.HE
 A. Clark,cond-mat,hep-ex
 A. Clarke,physics.bio-ph,cond-mat.mtrl-sci
 A. Clarkson,nucl-ex,physics.ins-det
 A. Claverie,cond-mat.mtrl-sci,quant-ph
 A. Clerici,astro-ph.HE,astro-ph.SR
 A. Clifton,hep-ex,physics.ins-det
 A. Clingher,math.AG,hep-th
 A. Clocchiatti,astro-ph,astro-ph.IM
 A. Clop,math.CV,math.AP
 A. Clough,physics.ins-det,astro-ph.HE
 A. Clozza,physics.acc-ph,nucl-ex
 A. Coates,astro-ph.EP,gr-qc
 A. Coc,astro-ph,nucl-ex
 A. Coccaro,hep-ex,physics.acc-ph
 A. Cocco,astro-ph,hep-ex
 A. Cochran,nucl-ex,astro-ph.SR
 A. Coclite,physics.flu-dyn,math.NA
 A. Cody,astro-ph,astro-ph.HE
 A. Coerver,astro-ph.HE,astro-ph.CO
 A. Coffani,physics.ins-det,hep-ex
 A. Coffre,astro-ph.IM,astro-ph.SR
 A. Cogo,math.DG,nucl-ex
 A. Cohen,cond-mat.mtrl-sci,hep-ex
 A. Coil,astro-ph,astro-ph.GA
 A. Colagrossi,astro-ph.IM,astro-ph.HE
 A. Colaiuda,gr-qc,astro-ph.HE
 A. Colaleo,physics.ins-det,physics.acc-ph
 A. Colaprete,astro-ph.IM,astro-ph.EP
 A. Cole,astro-ph,hep-ex
 A. Colesanti,math.AP,math.MG
 A. Coletta,astro-ph,astro-ph.GA
 A. Colin,cond-mat.soft,astro-ph.IM
 A. Colla,nucl-ex,astro-ph.CO
 A. Collaudin,cond-mat.supr-con,cond-mat.mes-hall
 A. Colli,cond-mat.mes-hall,physics.ins-det
 A. Collier,astro-ph.SR,physics.space-ph
 A. Collier Cameron,astro-ph,astro-ph.EP
 A. Collin,cond-mat.other,physics.ins-det
 A. Collins,cond-mat.str-el,astro-ph.EP
 A. Collioud,astro-ph.CO,astro-ph.IM
 A. Colombi,cond-mat.mtrl-sci,physics.med-ph
 A. Colombo,physics.ins-det,gr-qc
 A. Comastri,astro-ph,astro-ph.GA
 A. Comby,physics.atm-clus,physics.optics
 A. Comment,cond-mat.str-el,cond-mat.mtrl-sci
 A. Compagnino,astro-ph.SR,astro-ph.IM
 A. Comtet,cond-mat.stat-mech,cond-mat
 A. Conant,nucl-th,physics.ins-det
 A. Concha,cond-mat.soft,cond-mat.supr-con
 A. Conci,math.FA,eess.IV
 A. Congeduti,cond-mat.mtrl-sci,cond-mat.supr-con
 A. Congiu Castellano,physics.bio-ph,cond-mat.soft
 A. Coniglio,cond-mat.stat-mech,cond-mat
 A. Conley,astro-ph,astro-ph.GA
 A. Connes,hep-th,gr-qc
 A. Connolly,astro-ph,astro-ph.HE
 A. Conrad,astro-ph,astro-ph.EP
 A. Constandache,nlin.SI,hep-th
 A. Constantin,astro-ph,astro-ph.GA
 A. Conte,gr-qc,nucl-ex
 A. Contin,astro-ph,hep-ex
 A. Continenza,cond-mat.mtrl-sci,physics.ins-det
 A. Contreras-Santos,astro-ph.GA,astro-ph.CO
 A. Contursi,astro-ph,astro-ph.GA
 A. Coolen,cond-mat.dis-nn,astro-ph.GA
 A. Cooper,physics.ins-det,cond-mat.mtrl-sci
 A. Cooper-Sarkar,hep-ph,physics.soc-ph
 A. Cooray,astro-ph.CO,astro-ph.GA
 A. Corazza,astro-ph.IM,quant-ph
 A. Cordero,astro-ph.IM,hep-ph
 A. Cornet,cond-mat.mes-hall,cond-mat.dis-nn
 A. Corongiu,astro-ph,astro-ph.HE
 A. Corral,cond-mat,astro-ph.GA
 A. Correa,cond-mat,cond-mat.supr-con
 A. Corsi,astro-ph,gr-qc
 A. Corstanje,astro-ph.HE,astro-ph.IM
 A. Cortes-Gonzalez,hep-ex,physics.ins-det
 A. Cortesi,astro-ph,astro-ph.GA
 A. Corvaglia,astro-ph.HE,hep-ex
 A. Cossaro,cond-mat.mtrl-sci,cond-mat.str-el
 A. Cossidente,math.AG,math.CO
 A. Costa,physics.flu-dyn,astro-ph.HE
 A. Costea,physics.comp-ph,cs.PF
 A. Costille,astro-ph.EP,astro-ph.GA
 A. Cotera,astro-ph,astro-ph.GA
 A. Cotta Ramusino,physics.ins-det,hep-ex
 A. Cottle,physics.ins-det,hep-ex
 A. Couairon,physics.optics,cond-mat.mtrl-sci
 A. Couineaux,astro-ph.HE,gr-qc
 A. Coulais,astro-ph.IM,astro-ph.EP
 A. Courjaud,physics.optics,physics.acc-ph
 A. Courtoy,hep-ph,hep-ex
 A. Courvoisier,astro-ph.SR,physics.optics
 A. Coussat,physics.ins-det,nucl-ex
 A. Cousson,cond-mat.mtrl-sci,cond-mat.str-el
 A. Cowley,nucl-ex,physics.space-ph
 A. Cox,astro-ph,math.RT
 A. Crassous,cond-mat.supr-con,cond-mat.mtrl-sci
 A. Cremades,cond-mat.mes-hall,physics.flu-dyn
 A. Crepaldi,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. Crescente,physics.ins-det,cond-mat.mes-hall
 A. Crestetto,math.AP,physics.plasm-ph
 A. Creusot,astro-ph.HE,hep-ex
 A. Crida,astro-ph,astro-ph.EP
 A. Crider,astro-ph,astro-ph.HE
 A. Cridland,astro-ph.CO,astro-ph.EP
 A. Crisanti,cond-mat.dis-nn,cond-mat.stat-mech
 A. Cristiano I. Malossi,cs.MS,cs.CV
 A. Crites,astro-ph,astro-ph.CO
 A. Crivellin,hep-ph,hep-ex
 A. Crocker,astro-ph.EP,astro-ph.GA
 A. Croitoru,nucl-th,physics.plasm-ph
 A. Cros,astro-ph.IM,astro-ph.GA
 A. Crotts,astro-ph,astro-ph.SR
 A. Cruciani,astro-ph.IM,physics.ins-det
 A. Cruzado,astro-ph,cs.CE
 A. Crépieux,cond-mat,cond-mat.mes-hall
 A. Csilling,cs.DC,hep-ex
 A. Csordás,cond-mat.mes-hall,quant-ph
 A. Csoto,nucl-th,astro-ph
 A. Csóré,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. Cucchiara,astro-ph,astro-ph.HE
 A. Cucchieri,hep-lat,hep-th
 A. Cucciara,astro-ph,astro-ph.CO
 A. Cuche,cond-mat.mtrl-sci,physics.app-ph
 A. Cucoanes,hep-ex,nucl-ex
 A. Cuenca,cs.SY,math.OC
 A. Cumming,astro-ph,gr-qc
 A. Cummings,astro-ph.HE,astro-ph.IM
 A. Cunha,hep-ex,math.AP
 A. Cunial,astro-ph.SR,astro-ph.EP
 A. Cunsolo,nucl-th,physics.optics
 A. Cuoco,astro-ph,astro-ph.HE
 A. Curioni,hep-ex,physics.ins-det
 A. Currie,astro-ph,hep-ex
 A. Curto,astro-ph,astro-ph.CO
 A. Cusimano,physics.ins-det,astro-ph.IM
 A. Cutolo,physics.app-ph,cond-mat.soft
 A. Cyz,physics.ins-det,hep-ex
 A. Czarnecki,physics.atom-ph,astro-ph.SR
 A. Czasch,nucl-ex,physics.ins-det
 A. Czechowski,astro-ph.SR,physics.space-ph
 A. César González-García,astro-ph,physics.hist-ph
 A. D Amone,astro-ph.HE,astro-ph.EP
 A. D Angelo,nucl-ex,hep-ex
 A. D Hillier,cond-mat.str-el,physics.chem-ph
 A. D'Addabbo,astro-ph.CO,physics.ins-det
 A. D'Ai,astro-ph,astro-ph.HE
 A. D'Ai',astro-ph,astro-ph.SR
 A. D'Alessandro,hep-lat,nucl-ex
 A. D'Amico,astro-ph.IM,physics.ins-det
 A. D'Andrea,math.QA,cond-mat.mes-hall
 A. D'Angelo,hep-ex,nucl-ex
 A. D'Arrigo,cond-mat.mes-hall,quant-ph
 A. D'Avanzo,math-ph,physics.acc-ph
 A. D'Aì,astro-ph,astro-ph.HE
 A. D'Aí,astro-ph,astro-ph.HE
 A. D'Elia,physics.acc-ph,quant-ph
 A. D'Ercole,astro-ph,astro-ph.CO
 A. D'Errico,cond-mat.mes-hall,physics.app-ph
 A. D'Innocenzo,math.OC,cs.SY
 A. D'Onofrio,nucl-ex,physics.acc-ph
 A. D'Orazio,physics.optics,physics.ins-det
 A. D'Uffizi,physics.ins-det,hep-ex
 A. D. Agaltsov,math.FA,math.AP
 A. D. Alhaidari,hep-th,math-ph
 A. D. Andreev,cond-mat.mes-hall,physics.optics
 A. D. Armour,cond-mat.mes-hall,quant-ph
 A. D. Aylward,astro-ph,astro-ph.SR
 A. D. B. Radcliffe,cond-mat.dis-nn,cond-mat.str-el
 A. D. Bacher,nucl-ex,nucl-th
 A. D. Baczewski,physics.plasm-ph,quant-ph
 A. D. Balaev,cond-mat.str-el,cond-mat.supr-con
 A. D. Baranov,math.FA,math.CV
 A. D. Belanovsky,cond-mat.mes-hall,cond-mat.quant-gas
 A. D. Bermudez Manjarres,physics.atom-ph,hep-ph
 A. D. Bermúdez Manjarres,hep-ph,quant-ph
 A. D. Beyer,cond-mat.supr-con,physics.ins-det
 A. D. Biggs,astro-ph,astro-ph.GA
 A. D. Boardman,physics.class-ph,physics.optics
 A. D. Bolatto,astro-ph,astro-ph.GA
 A. D. Bosman,astro-ph.SR,astro-ph.EP
 A. D. Bristow,physics.atom-ph,cond-mat.mes-hall
 A. D. Bross,hep-ex,physics.acc-ph
 A. D. Burbanks,cond-mat.stat-mech,cond-mat.other
 A. D. Cameron,astro-ph.SR,astro-ph.HE
 A. D. Cason,astro-ph.SR,astro-ph.HE
 A. D. Caviglia,cond-mat.supr-con,cond-mat.str-el
 A. D. Chacon,nucl-ex,astro-ph.EP
 A. D. Chaikovskaia,physics.atom-ph,quant-ph
 A. D. Chernin,astro-ph,astro-ph.CO
 A. D. Cimmarusti,physics.atom-ph,quant-ph
 A. D. Correia,physics.soc-ph,quant-ph
 A. D. Dmitriev,astro-ph.CO,physics.optics
 A. D. Dolgov,hep-ph,astro-ph.CO
 A. D. Drozdov,cond-mat.stat-mech,cond-mat.mtrl-sci
 A. D. Earle,physics.ins-det,hep-ex
 A. D. Elmendorf,math.KT,math.CT
 A. D. Erlykin,astro-ph,astro-ph.GA
 A. D. Ernest,astro-ph,astro-ph.CO
 A. D. Falcone,astro-ph,astro-ph.HE
 A. D. Fefferman,cond-mat.supr-con,cond-mat.mtrl-sci
 A. D. Feldman,cond-mat.str-el,math.GR
 A. D. Ferella,astro-ph.IM,hep-ex
 A. D. Figueiredo,quant-ph,math-ph
 A. D. Finke,cond-mat.mes-hall,physics.ins-det
 A. D. Gallegos,physics.flu-dyn,hep-th
 A. D. Giddings,cond-mat.str-el,cond-mat.mes-hall
 A. D. Goulding,astro-ph.HE,astro-ph.GA
 A. D. Gray,astro-ph,astro-ph.GA
 A. D. Greentree,quant-ph,physics.app-ph
 A. D. Grigoriev,cond-mat.mes-hall,cond-mat.other
 A. D. Güçlü,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. D. Hancock,hep-ex,physics.ins-det
 A. D. Hernandez-Nieves,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. D. Hernández-Nieves,cond-mat.mtrl-sci,cond-mat.mes-hall
 A. D. Hillier,cond-mat,cond-mat.str-el
 A. D. Hincks,astro-ph,astro-ph.CO
 A. D. Holland,astro-ph,astro-ph.SR
 A. D. Huddart,astro-ph.HE,gr-qc
 A. D. J. Haymet,cond-mat.soft,physics.ao-ph
 A. D. Jackson,cond-mat,cond-mat.quant-gas
 A. D. K. Finck,cond-mat.mes-hall,quant-ph
 A. D. K. Plato,physics.soc-ph,quant-ph
 A. D. Kaminker,astro-ph,astro-ph.HE
 A. D. Kapinska,astro-ph.GA,astro-ph.CO
 A. D. Kapińska,astro-ph.IM,astro-ph.GA
 A. D. Karenowska,cond-mat.other,cond-mat.mes-hall
 A. D. Kent,cond-mat.mes-hall,cond-mat.mtrl-sci
 A. D. Khamitova,math.CA,math.DS
 A. D. Khokhryakova,astro-ph.IM,astro-ph.HE
 A. D. King,math.AG,alg-geom
 A. D. Klironomos,cond-mat.mes-hall,cond-mat.supr-con
 A. D. Kondorskiy,physics.atom-ph,physics.optics
 A. D. Kovalenko,nucl-ex,hep-ex
 A. D. Krasilnikov,astro-ph,astro-ph.HE
 A. D. Krisch,hep-ph,physics.acc-ph
 A. D. Kudryashov,astro-ph,astro-ph.HE
 A. D. Kudryavtseva,physics.optics,physics.bio-ph
 A. D. LaForge,cond-mat.supr-con,cond-mat.str-el
 A. D. Law,physics.gen-ph,cond-mat.soft
 A. D. Levin,quant-ph,cond-mat.mes-hall
 A. D. Lewis,math.DG,astro-ph
 A. D. Lobanov,quant-ph,cond-mat.mes-hall
 A. D. Lobanova,quant-ph,cond-mat.mes-hall
 A. D. Lundgren,gr-qc,astro-ph.CO
 A. D. Mackey,astro-ph,astro-ph.SR
